Proveedor,Nombre del curso (MAYUSC),Nombre del curso (MINUSC),Descripción del curso,Número de horas de la formación,Tipo de certificado,Temática,Grupo,Sector de oportunidad ocupacional,Palabras Clave,Nombre del curso
SENA,SOLUCIÓN DE CONFLICTOS LABORALES,Solución de conflictos laborales,"Un conflicto es un desacuerdo entre dos partes, estos son inherentes al ser humano. Las personas tienen la oportunidad de crecer y enriquecer su criterio a partir de los conflictos, ya que, manejados adecuadamente, solo pueden ser una inmensa oportunidad para aprender y ampliar perspectivas.
El programa va dirigido a todas aquellas personas, dentro de las organizaciones, que buscan mejorar sus relaciones interpersonales para aumentar su eficacia y efectividad dentro de los equipos de trabajo y por ende, impactar como organización en su sector, afinando el cumplimiento de objetivos empresariales.
El programa propone un conjunto de técnicas actualizadas de Visual Thinking que le permitirán al aprendiz estimular no solo su pensamiento creativo, sino también, su pensamiento crítico mediante el debate y el manejo de objeciones; mejorando por otro lado, sus relaciones interpersonales en un
nivel más amplio de su vida.",48.0,Certificado de aprobación,Fórmate,Habilidades blandas,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
","HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO DE PERSONAL, ASERTIVIDA, BAJO PRESIÓN","SOLUCIÓN CONFLICTOS LABORALES HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO PERSONAL, ASERTIVIDA, BAJO PRESIÓN"
SENA,SOPORTE VITAL BÁSICO,Soporte vital básico,"Al mirar este referente internacional se puede pensar que el personal de salud de las instituciones hospitalarias y prehospitalarias realmente necesitan contar con protocolos y entrenamiento continuo de soporte vital básico y a esto se le suma la resolución 2003 del 28 de mayo de 2014 en la cual se hace obligatorio el entrenamiento y reentrenamiento del personal de salud en Soporte Vital Básico
La incalculable inversión económica que implican las complicaciones hospitalarias en personas que sufren situaciones de origen cardiovascular, las Secuelas y la pérdida de vidas humanas, pueden ser impactadas positivamente.
Por estas razones se ha realizado el diseño de este programa de formación desde el SENA, basado en la definición de la resolución 2003 de 2014 como la atención no invasiva que se hace a un paciente y que debe incluir la valoración primaria, manejo ventilatorio básico de la vía aérea, oxigenoterapia, la desfibrilación automatizada externa, la contención de hemorragias, la inmovilización y el traslado de pacientes.",48.0,Certificado de aprobación,Fórmate,Otros,Salud,"SALUD, PREVENCIÓN, ","SOPORTE VITAL BÁSICO SALUD, PREVENCIÓN, "
SENA,,Supervisión y control de la producción,"Se creó para brindar al sector productivo, personal con altas calidades laborales y profesionales que contribuyan al desarrollo económico, social y tecnológico de su entorno y del país. Esta acción de formación pretende facilitar los fundamentos teóricos para que supervisores ya vinculados o candidatos a promocionarse a estos cargos desarrollen habilidades en el manejo de las relaciones interpersonales y optimización de los recursos, permitiendo la mejora de la productividad de las organizaciones a las que pertenecen. Enmarcado dentro de la línea tecnológica de Producción y Transformación.",40.0,Certificado de aprobación,Fórmate,Otros,Industria (manufacturas),"INDUSTRIAS,CONTROL","SUPERVISIÓN CONTROL PRODUCCIÓN INDUSTRIAS,CONTROL"
SENA,TÉCNICAS DE VENTAS,Técnicas de ventas,"El proceso complementario en Técnicas en Ventas permite al sector comercial y de servicios, la posibilidad de incorporar personal con altas calidades laborales y profesionales que contribuyan al desarrollo económico, social de las organizaciones, que  dependen en gran medida de un recurso humano cualificado y calificado, capaz de responder integralmente a la dinámica del sector. 
En el proceso de ventas el paso más importante dentro del mismo es el cierre de la venta, ya que es el objetivo final y la remuneración que recibes es para que lo logres; es el momento cuando el  cliente consciente o inconscientemente toma la decisión de la compra después de haber sido guiado por el vendedor. Pero para ello se hace necesario conocer reglas básicas para aplicarlas en las ventas, porque en muchos casos los vendedores a pesar de la experiencia han fracasado por falta de manejo en el cierre de la venta, algunas por desconocimiento otras por apresuramiento de mismo.",40.0,Certificado de aprobación,Fórmate,Otros,"BPOs, Turismo, hoteles y gastronomía. ",TURISMO,TÉCNICAS VENTAS TURISMO
SENA,TÉCNICAS PARA LA PREPARACIÓN  DE BEBIDAS A BASE DE CAFÉ (BARISMO),Técnicas para la preparación de bedidas a base de café (barismo),"El Curso en Fundamentación para Baristas es creado con el fin de estandarizar los procesos de preparación de bebidas a base de café basados en los estándares internacionales.                                                        Además,el programa contemplala preparación del café, en sus diferentes métodos aplicando procedimientos técnicos y principios básicos de conservación, manteniendo los atributos sensoriales del producto hasta la taza. Como tambien el alistamiento de equipos, utensilios, materias primas e insumos para la preparación de bebidad de café, cumpliendo los requerimientos técnicos de higiene y seguridad establecidos.",40.0,Certificado de aprobación,Fórmate,Otros,"Turismo, hoteles y gastronomía","MESEROS, BAR","TÉCNICAS PREPARACIÓN BEDIDAS A BASE CAFÉ (BARISMO) MESEROS, BAR"
SENA,TOMA DE MUESTRAS PARA PROCESAMIENTO EN EL LABORATORIO CLÍNICO ,Toma de muestras para procesamiento en el laboratorio clínico,"La tendencia actual de un buen servicio en el Laboratorio clínico está enmarcado en un Sistema de gestión de calidad, lo que implica una gestión por procesos, planeación, ejecución, verificación de  las fases anteriores y unas acciones de mejoramiento continuo encaminadas al apoyo del diagnóstico del estado de salud de los pacientes y usuarios del Sistema de Salud. El tiempo que transcurre entre la solicitud de análisis por parte del profesional clínico y el análisis de la muestra es considerado como la fase pre analítica, lo cual debe llevar consigo una buena preparación del paciente, así como una correcta extracción de la muestra, cumplimiento de los estándares estipulados en protocolos y guías, el transporte, identificación y preparación para su análisis.
Por lo anterior Colombia en sus requerimientos legales define los procedimientos y condiciones de los Prestadores de Servicios de Salud y de habilitación de servicios. Para lo cual en sus estándares de recursos técnicos y humanos destinados a la toma de muestras de origen humano, que serán remitidos a los laboratorios clínicos exige Los auxiliares de laboratorio clínico o de enfermería cuenten con certificado de formación en toma de muestras requerimiento en el que se fundamenta y justifica el presente programa de formación, (Ministerio de Salud y protección Social, 2014, p.p. 72)",60.0,Certificado de aprobación,Fórmate,Otros,Salud,"LABORATORIO, GESTIÓN DE MUESTRAS","TOMA MUESTRAS PROCESAMIENTO LABORATORIO CLÍNICO LABORATORIO, GESTIÓN MUESTRAS"
SENA,TRABAJO EN ALTURAS ADMINISTRATIVO,Trabajo en alturas administrativo,"Este curso está dirigido al talento humano que administra procesos relacionados con el trabajo seguro en alturas, empleadores, jefes y supervisores que están a cargo de la prevención y cuidado de sus empleados. Este curso es fundamental para que las personas tomen medidas preventivas en trabajos de altura y que son de alto riesgo, como todos aquellos que tienen que ver con edificios, andamios, postes eléctricos, limpieza de techos y todas aquellas que requieran de una protección para ejecutar su labor.",8.0,Certificado de aprobación,Fórmate,Otros,Construcción,"ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"," ALTURAS ADMINISTRATIVO ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"
SENA,TRABAJO EN ALTURAS AVANZADO,Trabajo en alturas avanzado,"El trabajo en alturas es una actividad de alto riesgo y conforme a las estadísticas nacionales, representa la primera causa de accidentalidad y muerte en el trabajo por lo que se requiere de la planeación, organización, ejecución, control y evaluación de actividades para su intervención. 
El Ministerio de la Protección Social expidió el Reglamento Técnico para el Trabajo Seguro en Alturas, el cual es de estricto cumplimiento para empleadores, empresas, contratistas, subcontratistas y trabajadores del país.
Está dirigido a los trabajadores que realizan labores operativas, de mantenimiento y donde la altura de su trabajo supera los 1.5 m, realizan labores operativas en alturas, de alto riesgo que impliquen transito vertical y horizontal, trabaja en plataformas de acceso a los sitios de alturas y/o protegidas por barandas, bajo los parámetros del reglamento técnico para trabajo en alturas, dirigido a garantizar la seguridad de los trabajadores 
",40.0,Certificado de aprobación,Fórmate,Otros,Construcción,"ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"," ALTURAS AVANZADO ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"
SENA,TRABAJO EN ALTURAS OPERATIVO,Trabajo en alturas operativo,"El trabajo en alturas es una actividad de alto riesgo y conforme a las estadísticas nacionales, representa la primera causa de accidentalidad y muerte en el trabajo por lo que se requiere de la planeación, organización, ejecución, control y evaluación de actividades para su intervención. Este programa está dirigido a los trabajadores que realizan labores operativas, de mantenimiento y donde la altura de su trabajo no supere los 1.5 m. o trabaje en plataformas de acceso a los sitios de alturas, protegidas por barandas, bajo los parámetros del reglamento técnico para trabajo en
alturas, dirigido a garantizar la seguridad de los trabajadores y es de estricto cumplimiento para empleadores, contratistas y sub contratistas del sector. El Ministerio de la Protección Social expidió el Reglamento Técnico para el Trabajo Seguro en Alturas, el cual es de estricto cumplimiento para empleadores, empresas, contratistas, subcontratistas y trabajadores del país.",8.0,Certificado de aprobación,Fórmate,Otros,Construcción,"ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"," ALTURAS ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"
SENA ,,Trabajo en equipo,"Este programa esta dirigido a equipos de trabajo administrativo, tiene como finalidad fortalecer las relaciones interpesonales, la comunicacion asertiva y el trabajo en equipo y pomover la intereccion idónea consigo mismo , con los demás y con la naturalez en los contextos laboral y social",20.0,Certificado de aprobación,Fórmate,Habilidades blandas,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
","HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO DE PERSONAL, ASERTIVIDA, BAJO PRESIÓN"," EQUIPO HABILIDADES BLANDAS, LIDERAZGO, GERENCIA, MANEJO PERSONAL, ASERTIVIDA, BAJO PRESIÓN"
SENA,,Trabajo seguro en alturas básico operativo,"El programa de trabajo en alturas, capacitando al sector eléctrico y telecomunicaciones, este programa está dirigido a los trabajadores que realizan labores operativas, de mantenimiento y donde la altura de su trabajo no supere los 1.5 m. o trabaje en plataformas de acceso a los sitios de alturas, protegidas por barandas, bajo los parámetros del reglamento técnico para trabajo en alturas, dirigido a garantizar la seguridad de los trabajadores y es de estricto cumplimiento para empleadores, contratistas y sub contratistas del sector.
",8.0,Certificado de aprobación,Fórmate,Otros,Construcción,"ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"," ALTURAS BÁSICO ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"
SENA,TRAMITES LEGALES PARA LA CONSTITUCIÓN DE UNA EMPRESA,Tramites legales para la constitución de una empresa,"Fomentar la creación de nuevas empresas bajo los requisitos legales lleva inmerso una responsabilidad con la sociedad, ya que el empresario estará en el deber de responder por todas sus obligaciones, tanto legales como fiscales, es decir, generar recursos que la sociedad le obliga a  retornar en cierta forma, bien sea creando nuevos empleos o pagando impuestos.
Por tal motivo el Servicio Nacional de Aprendizaje (SENA) pone a disposición el programa, con el fin de proporcionar a los aprendices los elementos técnicos relacionados con los requisitos legales para crear empresa y las obligaciones que esto genera, lo cual no solo posibilita el desarrollo de la persona sino que implica el crecimiento de la economía misma y de la sociedad.",40.0,Certificado de aprobación,Fórmate,Otros,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
",ADMINISTRACIÓN DE EMPRESAS,TRAMITES LEGALES CONSTITUCIÓN UNA EMPRESA ADMINISTRACIÓN EMPRESAS
